,Doc Number,Type,Entity,Entity Name,Vendor,Amount,Begin Date,End Date,0,url
18,40039,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$15,453.00",12/21/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Foh2vmeW9hLz%2BdzYRupGKw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
19,40046,CN,051,University of Nebraska Lincoln,"PER MAR MIDWEST ALARM, INC. DBA MIDWEST ALARM SVC","$47,450.00",12/21/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=I9A8egymX8zSy57rGlAiag%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=NijRO8yBvIGsgcuCRtWBFOk34Fq9Yp%2FkDIhDfPFZMPXxan%2FP9o7VtCVrPC215JkmcfvWG%2FOJkGsUb%2FYSfrK2ig%3D%3D
20,37164,CN,051,University of Nebraska Lincoln,PER MAR MIDWEST ALARM INC.,"$2,330.93",12/13/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=t1%2B2wMRS8FS0px4jXlrbJw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=NijRO8yBvIGsgcuCRtWBFLLLyZS1cK3Mnq9BAWbtIM0%3D
21,40001,CN,051,University of Nebraska Lincoln,"SPECIALIZED ENGINEERING SOLUTIONS, INC. 13735","$46,000.00",12/16/2022,11/01/2023,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=fkRTvtY0hymBRWjSHTJPlg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=DSUdyEu6nwMoZIw%2BFbKuBGSK2V4v26pnhTnr9yApur2Cu1jCzTrJ1TMbIsFYZlZu
22,40010,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$553.20,11/30/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=C236ObHtvVYyD67Z9vrZoQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
23,40013,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$592.80,11/30/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=kEEB4ZJ61U6gwZXPZ0cI8Q%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
24,40014,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$325.80,12/09/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=pXmttAgt9hHyYMt5dcgysQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
0,40015,CN,051,University of Nebraska Lincoln,"PER MAR MIDWEST ALARM, INC. DBA MIDWEST ALARM SVC",$171.40,12/09/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=u6Ap7j3dQfin5VJuQ1DSLg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=NijRO8yBvIGsgcuCRtWBFOk34Fq9Yp%2FkDIhDfPFZMPXxan%2FP9o7VtCVrPC215JkmcfvWG%2FOJkGsUb%2FYSfrK2ig%3D%3D
1,40018,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$2,668.50",12/15/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=I5hdND%2BJ5d28iSpLGkixKQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
2,40020,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$334.20,12/13/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=abQiQVxtJkTBYv9D1YIiCA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
3,34717,CN,051,University of Nebraska Lincoln,PROTEX CENTRAL INC.,"$54,200.97",05/02/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=lp2MxVlVwesRlkJqMAk9dA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=4eml%2FhZfEXv8je5%2Bo%2F5sHmrcHGIecKdF03fJsANz9jg%3D
4,39268,CN,051,University of Nebraska Lincoln,"IES ELECTRICAL, INC.","$6,100.00",07/28/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=FSwhiLeyb153pRx4hHjmvA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hUL1I9l6UpL8OerP%2FoVPWYxkZyZoDqPLpQWni6%2FqoCw%3D
6,39897,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$324.00,11/11/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=eZuIETqwX0xM8NYKtH8IvQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
7,39898,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$717.85,11/04/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=yU6k6L7cn%2FB%2Bn6O39Mlb4g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
8,39900,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$486.00,10/10/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=a0gG2nbGIA86KKUgpWK%2FTw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
9,39901,CN,051,University of Nebraska Lincoln,"NIFCO MECHANICAL SYSTEMS, LLC",$665.40,10/10/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=zspbNBP3O4%2BX3zMMw6PYmQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=MjKdAJWK2JLO%2BmIqj%2BDoC2coqGlw9dK1L2AVx5hjMmk%3D
10,39903,CN,051,University of Nebraska Lincoln,"RASMUSSEN MECHANICAL SERVICES, INC DBA BALCON","$92,521.00",11/17/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=p%2FQvawfw%2FeF%2BH3H4f6jDiQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=e1ERB0trpj9kn06rNHus7C1P01koaF7EspqBOINFovkyD%2Fxq%2F08kjI1KfBTOLQeo
11,39904,CN,051,University of Nebraska Lincoln,"VISION MECHANICAL, LLC","$8,097.50",11/15/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=7Vc0%2BWqmBZeBgV0fTQCWXA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=Urrjo%2FaOHlGLXwHQ4Z7GR3r%2FKZdXGOyci6p4qJlFtaE%3D
12,39906,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$2,662.80",10/12/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=5duDbLs24lzivW5yGUpM%2BQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
13,39908,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$13,434.00",10/12/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=zEsftk5cAkGasMrLkM3PHQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
14,39909,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$492.75,10/12/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=njRocT0zu5v%2BxCTydRESQA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
15,39911,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$1,584.40",11/08/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=T7mcuUMf%2B0Uo5QSIyXa%2BbQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
18,39915,CN,051,University of Nebraska Lincoln,"IES ELECTRICAL, INC.","$1,407.00",10/26/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=u28leR2FS28evoRC72w4QA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hUL1I9l6UpL8OerP%2FoVPWYxkZyZoDqPLpQWni6%2FqoCw%3D
19,39916,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$32,531.15",11/22/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=modsZRoREqkdqZNC25tIiw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
20,39917,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$484.70,11/17/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=mN3rorWX3OWfE5Oo1bJyJA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
21,39918,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$544.30,11/10/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=NcQuXyqN8eS3%2FWLrEOoY6w%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
22,39919,CN,051,University of Nebraska Lincoln,"IES ELECTRICAL, INC.","$1,407.00",10/26/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=5rdMlxGbCNKV3Hmxp4N1%2BQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hUL1I9l6UpL8OerP%2FoVPWYxkZyZoDqPLpQWni6%2FqoCw%3D
23,39922,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$955.70,11/17/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=zmnN1kZB1l5eJHNml%2BNDaw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
0,39925,CN,051,University of Nebraska Lincoln,"PER MAR MIDWEST ALARM, INC. DBA MIDWEST ALARM SVC",$782.46,11/03/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=ngK5DjVUx0pV8V%2FZLHIP2g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=NijRO8yBvIGsgcuCRtWBFOk34Fq9Yp%2FkDIhDfPFZMPXxan%2FP9o7VtCVrPC215JkmcfvWG%2FOJkGsUb%2FYSfrK2ig%3D%3D
1,39945,CN,051,University of Nebraska Lincoln,NATALIE JONES,"$1,908.25",11/28/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=qv4QcUaDCjMWklrH%2FTrH%2Bw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=2p5THFBbTYTqdNIpMWoEHA%3D%3D
2,32392,CN,051,University of Nebraska Lincoln,CAMBRIDGE CRYSTALLOGRAPHIC DATA CENTRE,"$14,321.00",01/01/2021,12/31/2023,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=NM5px0RvS4D%2BHLl4K9Tx1Q%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=BsT1yMhhUAE54gBScJjX%2FB9C2Yu4TnzwNvq0rNqmCLHuMfyZ%2BCDNRJcMCfGPVasZ
3,39703,CN,051,University of Nebraska Lincoln,JEREMY HALL,$981.75,09/19/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=WdJpz1FHZ7zAGMsgZgzw3A%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=WYhbS7bIvLYD752KkdYP5w%3D%3D
4,39618,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$16,596.08",09/27/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=m6%2BVr0UVYR%2FoEhsJsud0zQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
5,39619,CN,051,University of Nebraska Lincoln,"NIFCO MECHANICAL SYSTEMS, LLC","$1,024.80",09/28/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Scs%2BHZXJyDchCvdN729ZSw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=MjKdAJWK2JLO%2BmIqj%2BDoC2coqGlw9dK1L2AVx5hjMmk%3D
6,39620,CN,051,University of Nebraska Lincoln,GENERAL EXCAVATING COMPANY,"$10,149.11",09/30/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=lMCwDAnnK5pGZyGWsGJiiw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=oyZnVNXNT%2B4%2FlcHiXBhSj0eLHfOC2iOWGhFBfz86eI0%3D
8,39623,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$618.00,10/03/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=rEzDuVn0woE20Mt5Xqt7MA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
9,39624,CN,051,University of Nebraska Lincoln,"NIFCO MECHANICAL SYSTEMS, LLC","$2,668.00",10/03/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=1t3IodKE3sge8BM8ZbJ68A%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=MjKdAJWK2JLO%2BmIqj%2BDoC2coqGlw9dK1L2AVx5hjMmk%3D
10,39559,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$4,061.10",09/20/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=VbF7Vb1H7qjjIntPRL0QfQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
11,39560,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.",$268.70,09/20/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=NU1EfVVC1Nn%2FCc7c5HyHZQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
12,39569,CN,051,University of Nebraska Lincoln,"PLATTE VALLEY COMPANY, INC.","$852,437.00",09/20/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=3pcDBcdgjSpJKUxblwY1rg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=hckm0pkHupWfeAiHLERzSsr%2F%2FdUtWU5fOlrX5oa2pdg%3D
15,39515,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$813.60,08/23/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=yJ0ZDH6%2FCI7hZkxHt0pZiw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
16,39517,CN,051,University of Nebraska Lincoln,"VISION MECHANICAL, LLC","$38,795.00",08/29/2022,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=d3hhBzWxjjoNuRICl5by0g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=Urrjo%2FaOHlGLXwHQ4Z7GR3r%2FKZdXGOyci6p4qJlFtaE%3D
